Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,State
2013-08-16,Melbourne,10.5,17.5,0.0,4.4,8.0,N,93.0,N,NNE,46.0,50.0,55.0,26.0,1015.2,1004.8,4.0,1.0,11.6,17.3,False,,Victoria
2013-08-16,Mildura,5.4,21.6,,4.0,7.5,N,74.0,NNE,N,31.0,41.0,37.0,17.0,1013.5,1003.6,0.0,6.0,11.3,20.0,,False,Victoria
2013-08-16,Nhil,4.1,18.4,0.0,,,NW,63.0,NNE,N,20.0,22.0,65.0,38.0,1010.6,1002.1,,,7.8,15.9,False,True,Victoria
2013-08-16,Portland Airport,7.3,16.5,0.0,2.1,5.2,NNE,72.0,N,N,24.0,31.0,61.0,47.0,1007.2,997.8,,,9.3,15.1,False,True,Victoria
2013-08-16,Watsonia,9.1,16.4,0.0,4.4,8.0,N,76.0,NNE,NNE,17.0,28.0,62.0,37.0,1015.1,1004.8,6.0,1.0,11.5,16.0,False,False,Victoria
2013-08-16,Dartmoor,8.2,16.9,0.0,2.1,5.2,N,74.0,NNE,N,22.0,35.0,62.0,40.0,1007.2,998.3,,,9.3,16.0,False,True,Victoria
2013-08-16,Brisbane,10.2,21.8,0.0,8.2,10.4,ENE,22.0,SSW,ENE,6.0,13.0,46.0,52.0,1024.0,1019.4,1.0,1.0,16.4,20.9,False,False,Queensland
2013-08-16,Cairns,16.7,29.2,0.0,4.8,10.9,SE,31.0,S,E,15.0,17.0,63.0,48.0,1018.0,1014.9,1.0,1.0,24.7,27.9,False,False,Queensland
2013-08-16,Gold Coast,11.9,22.8,0.2,,,S,30.0,S,SE,20.0,19.0,51.0,58.0,1023.4,1019.9,,,18.8,20.5,False,False,Queensland
2013-08-16,Townsville,17.6,27.1,0.0,5.4,10.8,NE,33.0,E,ENE,17.0,24.0,72.0,64.0,1019.0,1015.9,4.0,2.0,24.3,25.9,False,False,Queensland
2013-08-16,Adelaide,10.0,17.7,0.0,3.2,2.9,WSW,69.0,NNE,N,19.0,9.0,32.0,80.0,1003.9,999.4,,,15.1,12.9,False,True,South Australia
2013-08-16,Mount Gambier,7.7,16.1,0.2,2.1,5.2,N,74.0,NNE,N,39.0,28.0,40.0,74.0,1005.0,997.1,1.0,8.0,11.6,10.9,False,True,South Australia
2013-08-16,Nuriootpa,2.3,16.8,0.0,3.0,4.0,WSW,67.0,NE,NW,20.0,22.0,48.0,47.0,1005.8,999.0,3.0,7.0,10.7,16.5,False,True,South Australia
2013-08-16,Woomera,6.8,24.5,0.0,9.2,,W,80.0,NNE,W,37.0,44.0,32.0,18.0,1006.6,1002.9,3.0,8.0,12.8,23.8,False,False,South Australia
2013-08-16,Albany,5.7,14.5,36.0,4.4,5.5,,,NW,W,15.0,22.0,92.0,66.0,1012.6,1010.3,8.0,7.0,8.4,13.8,True,True,Western Australia
2013-08-16,Witchcliffe,7.5,15.4,15.4,,,W,56.0,WSW,WSW,22.0,26.0,80.0,58.0,1016.8,1015.4,,,10.1,14.8,True,True,Western Australia
2013-08-16,RAAF Base Pearce,4.6,16.9,12.0,,7.1,WSW,52.0,NNW,WSW,7.0,22.0,83.0,71.0,1019.0,1017.4,6.0,7.0,11.9,14.7,True,,Western Australia
2013-08-16,Perth Airport,5.4,16.9,16.0,3.4,7.1,WSW,52.0,WSW,W,19.0,19.0,63.0,77.0,1018.7,1017.4,6.0,5.0,14.0,13.6,True,True,Western Australia
2013-08-16,Perth,6.3,16.9,16.0,3.4,7.1,SSW,44.0,WSW,WSW,13.0,15.0,69.0,66.0,1018.6,1017.1,6.0,5.0,13.4,16.1,True,True,Western Australia
2013-08-16,Salmon Gums,3.4,14.9,6.6,,,WNW,48.0,W,W,26.0,24.0,70.0,49.0,,,,,8.2,13.4,True,False,Western Australia
2013-08-16,North Walpole,6.0,14.7,28.8,,,WSW,65.0,NW,W,26.0,26.0,83.0,75.0,1012.7,1011.4,,,9.8,12.3,True,True,Western Australia
2013-08-16,Hobart,6.5,16.2,0.0,1.6,5.8,N,61.0,NNW,N,17.0,30.0,65.0,35.0,1010.7,1004.6,,,9.2,15.2,False,True,Tasmania
2013-08-16,Launceston,6.6,15.1,0.6,,,N,48.0,N,N,20.0,22.0,79.0,54.0,1014.8,1008.0,,,12.2,14.5,False,True,Tasmania
2013-08-16,Alice Springs,15.6,32.1,0.0,8.2,6.9,WNW,65.0,NNW,WNW,28.0,43.0,17.0,11.0,1012.5,1008.7,7.0,3.0,23.3,31.5,False,False,Northern Territory
2013-08-16,Darwin,21.2,32.6,0.0,6.2,10.9,NW,35.0,NNE,NW,9.0,28.0,76.0,58.0,1014.9,1010.3,1.0,2.0,26.2,30.0,False,False,Northern Territory
2013-08-16,Katherine,18.5,35.7,0.0,6.4,,WNW,26.0,NW,SSE,13.0,9.0,67.0,31.0,1014.8,1009.5,0.0,2.0,26.5,34.8,False,False,Northern Territory
2013-08-16,Uluru,13.9,25.5,0.0,,,WSW,48.0,WNW,W,13.0,15.0,36.0,21.0,1010.7,1011.0,,,19.7,23.5,False,False,Northern Territory
2013-08-17,Albury Airport,6.4,14.4,3.8,,,N,44.0,WSW,NW,9.0,15.0,78.0,58.0,1010.9,1011.5,8.0,8.0,10.4,14.0,True,False,New South Wales
2013-08-17,Badgerys Creek,6.2,23.7,0.0,,,WNW,54.0,N,WNW,7.0,30.0,56.0,36.0,1010.4,1007.4,,,14.2,22.0,False,False,New South Wales
2013-08-17,Cobar,11.1,18.9,0.0,8.0,,WSW,41.0,SW,W,24.0,17.0,55.0,26.0,1015.0,1013.8,1.0,,12.5,18.5,False,False,New South Wales
2013-08-17,Coffs Harbour,11.3,18.1,0.0,8.0,,NNE,46.0,N,N,17.0,9.0,58.0,93.0,1016.2,1013.9,8.0,8.0,16.8,14.4,False,True,New South Wales
2013-08-17,Moree,11.8,16.8,1.0,5.8,1.2,,,NE,NNE,20.0,17.0,88.0,91.0,1016.6,1013.7,8.0,7.0,13.5,15.4,False,True,New South Wales
2013-08-17,Newcastle,8.8,23.2,0.0,,,,,,NW,0.0,50.0,76.0,64.0,,,6.0,1.0,14.0,20.0,False,False,New South Wales
2013-08-17,Norah Head,12.9,23.4,0.0,,,NW,46.0,N,NW,24.0,15.0,56.0,46.0,1010.8,1007.0,,,16.8,22.7,False,False,New South Wales
2013-08-17,Norfolk Island,12.8,18.4,0.4,4.4,10.0,SW,50.0,WSW,WSW,19.0,24.0,61.0,50.0,1018.7,1016.2,6.0,2.0,16.2,17.3,False,False,Island
2013-08-17,Penrith,6.3,24.2,0.0,,,NW,52.0,NNW,W,2.0,20.0,57.0,33.0,,,,,14.7,23.1,False,False,New South Wales
2013-08-17,Richmond RAAF,6.1,24.6,0.0,,,WNW,57.0,NE,WNW,13.0,31.0,46.0,31.0,1010.2,1007.1,,,16.6,23.5,False,False,New South Wales
2013-08-17,Sydney,10.7,24.4,0.0,6.2,10.5,WNW,57.0,NNE,W,20.0,26.0,41.0,34.0,1010.1,1006.7,1.0,4.0,17.6,22.6,False,False,New South Wales
2013-08-17,Sydney Airport,12.0,25.5,0.0,6.2,10.5,WNW,59.0,NNE,WNW,24.0,33.0,31.0,27.0,1009.7,1006.7,1.0,4.0,19.1,23.2,False,False,New South Wales
2013-08-17,Wagga Wagga,6.8,14.4,3.0,3.2,8.8,N,35.0,W,WNW,15.0,17.0,72.0,56.0,1011.1,1011.9,2.0,1.0,11.4,14.1,True,False,New South Wales
2013-08-17,Williamtown,7.8,24.6,0.0,,,NW,69.0,NNW,WNW,9.0,46.0,59.0,43.0,1011.4,1008.1,,,15.6,22.8,False,False,New South Wales
2013-08-17,Wollongong,13.8,23.1,0.0,,,NW,54.0,NE,W,20.0,28.0,58.0,29.0,1009.8,1007.0,,8.0,16.7,22.3,False,False,New South Wales
2013-08-17,Canberra,1.4,15.9,2.8,,,WNW,57.0,SSW,WNW,4.0,28.0,88.0,42.0,1010.5,1010.1,8.0,8.0,9.1,14.1,True,False,New South Wales
2013-08-17,Tuggeranong,2.9,15.1,4.4,,,WNW,54.0,ESE,W,7.0,19.0,90.0,39.0,1010.1,1009.6,,,8.6,13.5,True,False,New South Wales
2013-08-17,Mount Ginini,-0.9,3.9,10.0,,,NW,72.0,W,W,15.0,15.0,98.0,92.0,,,,,0.5,2.2,True,True,New South Wales
2013-08-17,Ballarat,3.5,10.7,5.0,,,NNW,69.0,N,NNW,28.0,41.0,98.0,74.0,1006.6,1006.6,8.0,8.0,6.2,8.5,True,True,Victoria
2013-08-17,Bendigo,7.0,13.1,2.2,2.8,,NNW,50.0,NW,NW,15.0,24.0,89.0,64.0,1009.3,1009.0,8.0,8.0,8.0,12.1,True,True,Victoria
2013-08-17,Sale,8.5,16.1,0.0,3.4,9.1,N,56.0,NW,NW,15.0,24.0,59.0,39.0,1006.5,1006.0,1.0,2.0,13.0,15.5,False,False,Victoria
2013-08-17,Melbourne Airport,6.6,15.6,1.0,4.8,6.3,N,59.0,N,NW,19.0,31.0,66.0,45.0,1007.7,1006.8,3.0,7.0,10.3,12.6,False,False,Victoria
2013-08-17,Melbourne,9.4,15.8,,4.8,6.3,N,59.0,N,NW,19.0,31.0,62.0,40.0,1007.5,1006.4,,,10.9,14.5,,,Victoria
2013-08-17,Mildura,6.1,18.8,0.4,5.8,8.3,NNW,43.0,NNW,NW,19.0,22.0,71.0,28.0,1012.5,1010.8,0.0,3.0,9.8,18.4,False,False,Victoria
2013-08-17,Nhil,4.8,12.3,4.4,,,W,61.0,NNW,NNW,19.0,30.0,87.0,78.0,1008.5,1006.5,,,7.2,10.8,True,True,Victoria
2013-08-17,Portland Airport,7.0,12.4,13.4,3.6,3.2,WNW,67.0,NNW,N,28.0,24.0,86.0,91.0,1004.0,1001.7,,8.0,8.1,8.6,True,True,Victoria
2013-08-17,Watsonia,8.3,15.0,0.4,4.8,6.3,N,59.0,N,NNW,15.0,22.0,70.0,56.0,1007.8,1006.8,3.0,7.0,10.3,13.4,False,False,Victoria
2013-08-17,Dartmoor,6.5,12.3,9.6,3.6,3.2,NNW,57.0,N,N,19.0,22.0,91.0,92.0,1005.1,1001.9,,,7.8,10.4,True,True,Victoria
2013-08-17,Brisbane,11.5,24.4,0.0,3.6,9.3,ENE,28.0,SW,NE,2.0,11.0,69.0,59.0,1019.3,1013.7,6.0,2.0,17.7,22.4,False,False,Queensland
2013-08-17,Cairns,19.2,29.0,0.0,6.6,10.3,E,43.0,S,NE,17.0,22.0,63.0,62.0,1018.1,1014.5,1.0,1.0,25.1,26.7,False,False,Queensland
2013-08-17,Gold Coast,12.6,23.1,0.0,,,N,41.0,NW,N,17.0,24.0,64.0,58.0,1019.1,1014.1,,,18.9,20.9,False,False,Queensland
2013-08-17,Townsville,20.2,28.1,0.0,4.4,10.3,NE,28.0,ENE,NE,17.0,17.0,74.0,62.0,1018.7,1015.2,2.0,1.0,24.6,26.1,False,False,Queensland
2013-08-17,Adelaide,8.0,16.0,9.8,,4.8,NNW,56.0,N,NW,24.0,26.0,83.0,63.0,1010.9,1009.7,,,9.4,15.5,True,True,South Australia
2013-08-17,Mount Gambier,5.9,12.4,13.0,3.6,3.2,NNW,57.0,NNW,NNW,20.0,37.0,88.0,87.0,1005.0,1002.0,4.0,7.0,8.6,10.4,True,True,South Australia
2013-08-17,Nuriootpa,6.4,13.6,5.8,2.2,5.0,W,63.0,WNW,WNW,30.0,30.0,79.0,77.0,1011.7,1010.4,6.0,6.0,9.1,12.8,True,True,South Australia
2013-08-17,Woomera,4.3,19.9,0.0,,,W,54.0,WNW,W,17.0,31.0,64.0,14.0,1016.6,1014.8,,,11.3,19.2,False,False,South Australia
2013-08-17,Albany,8.2,15.6,35.6,2.4,6.3,,,NNW,W,11.0,13.0,87.0,72.0,1014.2,1015.3,7.0,6.0,12.4,14.8,True,True,Western Australia
2013-08-17,Witchcliffe,9.7,16.6,9.4,,,WSW,46.0,WSW,WSW,19.0,20.0,72.0,65.0,1018.5,1019.0,,,14.1,14.7,True,False,Western Australia
2013-08-17,RAAF Base Pearce,10.7,18.0,,,6.0,WSW,39.0,NNW,WNW,9.0,13.0,80.0,84.0,1020.2,1019.4,,,14.4,15.6,,,Western Australia
2013-08-17,Perth Airport,10.2,18.8,4.6,2.8,6.0,SW,48.0,NNW,W,9.0,24.0,79.0,53.0,1019.8,1019.2,5.0,5.0,14.8,17.4,True,False,Western Australia
2013-08-17,Perth,11.2,19.0,6.8,2.8,6.0,WSW,35.0,SW,WSW,6.0,15.0,79.0,57.0,1019.9,1019.1,5.0,5.0,14.9,18.1,True,True,Western Australia
2013-08-17,Salmon Gums,6.6,17.4,0.0,,,W,48.0,W,W,22.0,24.0,73.0,47.0,,,,,11.9,16.5,False,False,Western Australia
2013-08-17,North Walpole,9.6,16.2,2.6,,,WSW,61.0,W,WSW,26.0,26.0,65.0,68.0,1014.4,1016.0,,,14.7,14.4,True,True,Western Australia
2013-08-17,Hobart,8.3,14.5,2.0,3.4,5.4,NW,50.0,NW,NW,20.0,24.0,73.0,38.0,997.1,999.0,,,9.1,13.6,True,True,Tasmania
2013-08-17,Launceston,8.8,12.5,15.5,,,NNE,59.0,NW,NNW,11.0,13.0,85.0,80.0,1000.4,1002.5,,,9.8,9.3,True,True,Tasmania
2013-08-17,Alice Springs,13.5,22.6,0.0,12.0,9.9,E,35.0,SE,SE,20.0,15.0,22.0,13.0,1020.2,1017.0,5.0,1.0,15.0,21.4,False,False,Northern Territory
2013-08-17,Darwin,21.2,31.7,0.0,6.8,11.1,NNW,33.0,NE,N,15.0,17.0,75.0,55.0,1013.9,1010.0,1.0,2.0,26.0,30.1,False,False,Northern Territory
2013-08-17,Katherine,18.5,35.7,0.0,8.0,,ENE,28.0,N,ESE,13.0,11.0,62.0,26.0,1014.1,1009.9,0.0,0.0,27.2,35.0,False,False,Northern Territory
2013-08-17,Uluru,1.8,22.2,0.0,,,SSW,28.0,SSE,ESE,9.0,11.0,31.0,12.0,1020.8,1017.2,,,11.6,21.4,False,False,Northern Territory
2013-08-18,Albury Airport,4.7,18.3,0.6,,,NNW,50.0,NE,NNW,13.0,33.0,79.0,43.0,1015.2,1009.7,8.0,,9.1,18.1,False,True,New South Wales
2013-08-18,Badgerys Creek,5.9,21.9,0.0,,,NW,44.0,N,NW,11.0,22.0,54.0,28.0,1016.9,1011.6,,,14.5,21.4,False,False,New South Wales
2013-08-18,Cobar,4.8,20.8,0.0,3.6,,WNW,41.0,NNW,WNW,9.0,22.0,34.0,14.0,1019.5,1015.3,0.0,0.0,15.1,20.7,False,False,New South Wales
2013-08-18,Coffs Harbour,6.7,21.0,2.4,3.2,10.6,NE,30.0,W,NE,7.0,17.0,59.0,59.0,1019.6,1016.3,0.0,0.0,17.5,19.7,True,False,New South Wales
2013-08-18,Moree,5.8,20.2,3.8,3.0,8.1,ESE,19.0,E,SW,7.0,4.0,99.0,25.0,1021.1,1017.3,,0.0,10.9,19.8,True,False,New South Wales
2013-08-18,Newcastle,8.0,22.2,0.0,,,,,NW,NW,9.0,19.0,53.0,27.0,,,0.0,0.0,14.9,21.8,False,False,New South Wales
2013-08-18,Norah Head,10.6,22.5,0.0,,,NW,31.0,NNW,NW,7.0,13.0,44.0,35.0,1017.7,1012.6,,,18.0,21.6,False,False,New South Wales
2013-08-18,Norfolk Island,12.4,18.7,0.0,5.0,9.1,W,37.0,W,W,15.0,24.0,44.0,47.0,1018.8,1015.9,2.0,1.0,17.1,18.2,False,False,Island
2013-08-18,Penrith,8.3,23.0,0.0,,,NW,39.0,N,WNW,19.0,13.0,41.0,25.0,,,,,17.0,22.6,False,False,New South Wales
2013-08-18,Richmond RAAF,6.5,23.3,0.0,,,NNW,39.0,N,NW,17.0,24.0,42.0,24.0,1017.5,1011.9,,,15.9,22.6,False,False,New South Wales
2013-08-18,Sydney,11.3,23.3,0.0,6.6,10.7,WNW,39.0,NW,NNW,15.0,20.0,38.0,28.0,1016.9,1011.9,0.0,1.0,16.2,22.8,False,False,New South Wales
2013-08-18,Sydney Airport,8.8,23.5,0.0,6.6,10.7,NNW,46.0,NW,NW,26.0,26.0,29.0,20.0,1016.6,1011.5,0.0,1.0,17.5,23.4,False,False,New South Wales
2013-08-18,Wagga Wagga,2.5,17.6,0.0,2.4,9.5,NNW,44.0,NE,NW,9.0,28.0,71.0,41.0,1016.7,1011.8,6.0,1.0,9.0,17.4,False,True,New South Wales
2013-08-18,Williamtown,5.8,22.5,0.0,12.4,,WNW,44.0,NNW,NW,13.0,26.0,45.0,20.0,1018.8,1013.6,0.0,0.0,14.7,21.7,False,False,New South Wales
2013-08-18,Wollongong,10.1,21.9,0.0,,,NW,43.0,N,N,15.0,22.0,43.0,32.0,1015.9,1010.8,,,15.9,20.8,False,False,New South Wales
2013-08-18,Canberra,5.5,16.5,0.0,,,NW,69.0,NW,NW,22.0,44.0,63.0,40.0,1015.8,1011.1,,,9.8,15.1,False,False,New South Wales
2013-08-18,Tuggeranong,6.0,15.4,0.0,,,WNW,61.0,NW,WNW,17.0,28.0,59.0,43.0,1015.5,1010.4,,,9.8,14.2,False,False,New South Wales
2013-08-18,Mount Ginini,-2.0,4.2,1.4,,,W,80.0,W,W,28.0,37.0,97.0,95.0,,,,,-0.2,2.4,True,True,New South Wales
2013-08-18,Ballarat,6.0,12.5,1.4,,,NW,70.0,N,NW,39.0,43.0,98.0,78.0,1005.7,1003.1,8.0,8.0,7.7,11.5,True,False,Victoria
2013-08-18,Bendigo,7.7,15.6,4.2,3.2,,WNW,63.0,NNW,NW,28.0,33.0,69.0,63.0,1009.3,1005.8,,8.0,10.4,15.0,True,True,Victoria
2013-08-18,Sale,6.9,18.1,0.0,5.0,10.0,NW,91.0,NW,NW,43.0,65.0,47.0,40.0,1005.2,1000.4,1.0,2.0,15.6,17.2,False,True,Victoria
2013-08-18,Melbourne Airport,8.7,17.0,0.4,4.0,6.9,NNW,74.0,N,NNW,44.0,39.0,64.0,54.0,1005.8,1002.3,6.0,3.0,12.4,16.3,False,False,Victoria
2013-08-18,Melbourne,10.9,17.7,,4.0,6.9,NNW,74.0,N,NNW,44.0,39.0,62.0,47.0,1005.3,1002.1,,,12.4,17.3,,False,Victoria
2013-08-18,Mildura,8.2,22.6,0.0,5.8,8.8,WNW,65.0,NNW,WNW,24.0,35.0,33.0,26.0,1013.0,1009.7,1.0,4.0,14.0,21.7,False,False,Victoria
2013-08-18,Nhil,7.1,14.9,3.0,,,NW,74.0,NNW,WNW,35.0,48.0,77.0,78.0,1007.0,1006.2,,,10.4,12.5,True,True,Victoria
2013-08-18,Portland Airport,8.1,13.1,13.2,2.0,6.5,W,94.0,NW,W,31.0,56.0,90.0,81.0,999.3,1000.5,8.0,8.0,11.7,9.5,True,True,Victoria
2013-08-18,Watsonia,9.8,17.2,0.4,4.0,6.9,NNW,61.0,N,NNW,28.0,30.0,66.0,56.0,1005.7,1002.6,6.0,3.0,12.5,16.4,False,False,Victoria
2013-08-18,Dartmoor,7.9,14.0,9.0,2.0,6.5,WNW,80.0,WNW,WNW,20.0,39.0,96.0,72.0,1001.2,1002.8,,,11.7,11.4,True,True,Victoria
2013-08-18,Brisbane,14.1,26.5,0.0,3.8,10.5,E,20.0,SSW,WSW,4.0,2.0,87.0,29.0,1019.4,1015.6,1.0,1.0,16.4,26.3,False,False,Queensland
2013-08-18,Cairns,17.3,28.9,0.0,7.0,11.0,ENE,33.0,SSE,E,15.0,22.0,61.0,51.0,1017.7,1014.0,1.0,1.0,24.5,27.0,False,False,Queensland
2013-08-18,Gold Coast,14.6,24.8,0.8,,,SE,33.0,S,SE,7.0,26.0,76.0,62.0,1018.7,1016.1,,,19.8,22.3,False,False,Queensland
2013-08-18,Townsville,19.4,28.0,0.0,6.4,9.9,NE,30.0,WNW,ENE,7.0,20.0,75.0,62.0,1018.4,1014.7,6.0,1.0,23.6,26.8,False,False,Queensland
2013-08-18,Adelaide,9.0,16.0,3.2,,1.9,SW,59.0,NNW,W,17.0,26.0,91.0,88.0,1011.0,1011.7,,,11.9,12.4,True,True,South Australia
2013-08-18,Mount Gambier,8.3,13.3,17.0,2.0,6.5,WNW,85.0,NW,WNW,30.0,50.0,92.0,54.0,1002.1,1003.4,8.0,5.0,11.3,12.3,True,True,South Australia
2013-08-18,Nuriootpa,9.1,15.2,1.2,1.8,7.7,W,80.0,W,WSW,48.0,35.0,77.0,81.0,1010.0,1011.4,5.0,7.0,11.7,12.4,True,True,South Australia
2013-08-18,Woomera,6.5,21.7,0.0,,,WSW,57.0,NW,W,20.0,35.0,37.0,21.0,1018.2,1015.7,,,13.8,21.0,False,False,South Australia
2013-08-18,Albany,11.7,15.1,1.8,2.4,6.0,,,,SSE,0.0,13.0,82.0,69.0,1023.2,1023.6,8.0,6.0,12.4,14.6,True,False,Western Australia
2013-08-18,Witchcliffe,6.4,17.1,0.6,,,S,28.0,ENE,SSE,4.0,17.0,99.0,72.0,1024.1,1023.3,,,12.3,15.4,False,False,Western Australia
2013-08-18,RAAF Base Pearce,8.1,19.0,,,6.4,ESE,19.0,N,ESE,9.0,9.0,86.0,52.0,1023.5,1021.4,,,13.9,18.4,,True,Western Australia
2013-08-18,Perth Airport,8.5,18.7,0.8,2.6,6.4,ENE,28.0,N,N,7.0,6.0,76.0,55.0,1023.8,1021.7,3.0,7.0,13.8,18.0,False,False,Western Australia
2013-08-18,Perth,7.8,19.0,1.8,2.6,6.4,SSW,17.0,NE,NE,7.0,4.0,81.0,57.0,1023.7,1021.7,3.0,7.0,14.1,17.9,True,False,Western Australia
2013-08-18,Salmon Gums,6.7,14.8,0.4,,,S,26.0,WSW,S,9.0,17.0,92.0,76.0,,,,,10.5,12.4,False,False,Western Australia
2013-08-18,North Walpole,10.0,15.6,6.2,,,SE,20.0,,SE,0.0,11.0,96.0,64.0,1023.2,1022.9,,,11.3,14.8,True,False,Western Australia
2013-08-18,Hobart,4.6,16.0,1.8,2.2,4.7,N,70.0,NW,WNW,24.0,28.0,81.0,53.0,992.1,987.8,,,8.4,13.1,True,True,Tasmania
2013-08-18,Launceston,5.9,12.5,19.8,,,NW,83.0,NW,NW,31.0,22.0,90.0,88.0,995.6,992.9,,,11.7,11.2,True,True,Tasmania
2013-08-18,Alice Springs,5.8,26.2,0.0,7.4,11.0,SE,30.0,E,ESE,11.0,11.0,20.0,13.0,1021.0,1016.8,2.0,1.0,15.3,25.1,False,False,Northern Territory
2013-08-18,Darwin,20.9,33.1,0.0,8.0,11.2,ENE,39.0,ENE,NW,11.0,28.0,63.0,51.0,1014.8,1011.4,2.0,1.0,26.5,30.3,False,False,Northern Territory
2013-08-18,Katherine,16.9,35.6,0.0,6.8,,ESE,41.0,ENE,E,13.0,9.0,55.0,24.0,1015.6,1010.9,0.0,0.0,25.4,35.0,False,False,Northern Territory
2013-08-18,Uluru,2.2,26.0,0.0,,,SSE,24.0,SSE,SE,7.0,11.0,26.0,9.0,1021.0,1017.2,,,13.0,24.6,False,False,Northern Territory
2013-08-19,Albury Airport,6.6,11.3,6.0,,,SW,52.0,W,WNW,17.0,20.0,85.0,72.0,1013.0,1011.1,8.0,,7.8,8.3,True,True,New South Wales
2013-08-19,Badgerys Creek,9.1,19.4,0.0,,,WNW,59.0,NE,WSW,9.0,26.0,42.0,35.0,1009.0,1007.7,,,16.6,16.5,False,False,New South Wales
2013-08-19,Cobar,7.1,16.2,0.0,5.8,,WSW,48.0,WSW,WSW,17.0,26.0,60.0,32.0,1017.5,1014.8,6.0,7.0,12.3,15.0,False,False,New South Wales
2013-08-19,Coffs Harbour,6.0,22.7,0.0,2.8,10.6,N,30.0,NW,ENE,15.0,17.0,40.0,33.0,1015.3,1008.7,1.0,6.0,18.9,21.3,False,False,New South Wales
2013-08-19,Moree,2.4,22.5,0.0,3.0,10.7,WNW,39.0,N,W,9.0,24.0,67.0,14.0,1017.8,1012.3,5.0,1.0,11.4,22.2,False,False,New South Wales
2013-08-19,Newcastle,9.3,25.3,0.0,,,,,NW,NW,9.0,37.0,43.0,29.0,,,1.0,5.0,15.5,22.8,False,False,New South Wales
2013-08-19,Norah Head,13.1,22.3,0.0,,,WSW,44.0,N,W,24.0,17.0,42.0,31.0,1010.9,1006.7,,,18.0,20.4,False,False,New South Wales
2013-08-19,Norfolk Island,14.9,18.6,0.0,3.8,10.2,WSW,41.0,SSW,SW,20.0,19.0,63.0,63.0,1017.4,1014.9,1.0,5.0,17.1,17.1,False,False,Island
2013-08-19,Penrith,7.1,20.8,0.0,,,WNW,59.0,N,WNW,17.0,35.0,41.0,29.0,,,,,18.3,18.2,False,False,New South Wales
2013-08-19,Richmond RAAF,8.9,20.9,0.0,12.0,,WSW,63.0,NNW,W,11.0,31.0,34.0,25.0,1009.7,1007.7,,,18.0,19.2,False,False,New South Wales
2013-08-19,Sydney,13.6,20.9,0.0,7.8,9.9,W,59.0,N,WNW,7.0,39.0,33.0,25.0,1009.7,1007.0,2.0,5.0,17.0,19.8,False,False,New South Wales
2013-08-19,Sydney Airport,12.8,22.2,0.0,7.8,9.9,W,72.0,N,W,13.0,37.0,24.0,18.0,1009.4,1007.0,2.0,5.0,18.5,19.8,False,False,New South Wales
2013-08-19,Wagga Wagga,6.7,10.7,3.6,4.0,6.4,W,56.0,W,WSW,22.0,26.0,80.0,67.0,1013.6,1011.8,6.0,4.0,8.4,9.3,True,True,New South Wales
2013-08-19,Williamtown,2.1,22.7,0.0,,,WNW,76.0,NW,WNW,15.0,50.0,41.0,22.0,1012.4,1007.0,,,15.1,21.7,False,False,New South Wales
2013-08-19,Wollongong,10.4,18.7,0.0,,,WNW,78.0,SE,W,6.0,22.0,47.0,37.0,1009.7,1008.1,8.0,8.0,16.0,15.6,False,False,New South Wales
2013-08-19,Canberra,5.9,11.5,0.0,,,WNW,59.0,NW,WNW,22.0,30.0,69.0,57.0,1011.0,1009.6,8.0,8.0,8.5,8.4,False,False,New South Wales
2013-08-19,Tuggeranong,6.6,11.0,0.0,,,WNW,57.0,WNW,SW,19.0,24.0,58.0,63.0,1010.6,1009.4,,,9.0,7.2,False,False,New South Wales
2013-08-19,Mount Ginini,-3.2,-1.9,6.4,,,W,63.0,W,W,19.0,28.0,97.0,97.0,,,,,-2.7,-3.4,True,True,New South Wales
2013-08-19,Ballarat,-0.1,7.6,0.8,,,SW,57.0,WNW,W,28.0,30.0,81.0,76.0,1010.4,1011.2,8.0,8.0,4.7,5.9,False,True,Victoria
2013-08-19,Bendigo,3.6,10.4,2.8,2.8,,WSW,48.0,WNW,SW,19.0,17.0,82.0,85.0,1012.2,1011.9,,8.0,5.9,8.0,True,True,Victoria
2013-08-19,Sale,7.3,13.2,1.2,7.2,5.5,WNW,69.0,WNW,W,26.0,41.0,62.0,50.0,1007.4,1007.0,1.0,5.0,10.8,10.6,True,True,Victoria
2013-08-19,Melbourne Airport,5.4,11.7,0.0,4.8,8.3,W,59.0,NW,WSW,17.0,41.0,54.0,52.0,1009.9,1010.4,3.0,7.0,9.4,9.6,False,False,Victoria
2013-08-19,Melbourne,7.6,14.0,0.6,4.8,8.3,W,59.0,NW,WSW,17.0,41.0,49.0,46.0,1009.8,1009.9,4.0,7.0,9.6,11.8,False,False,Victoria
2013-08-19,Mildura,5.4,13.3,1.0,4.4,9.0,WSW,48.0,W,W,19.0,22.0,78.0,51.0,1017.8,1017.3,3.0,4.0,8.6,12.1,False,False,Victoria
2013-08-19,Nhil,4.2,11.3,3.0,,,SW,72.0,W,WSW,20.0,26.0,82.0,63.0,1014.6,1015.2,,,6.6,9.6,True,False,Victoria
